hrs,min,day_of_week,is_weekend,0,1,2,3,4
14,10,3,0,0.0453,0.0489,0.0577,0.0857,0.0601
14,15,3,0,0.0469,0.0551,0.0579,0.0845,0.061
14,20,3,0,0.0425,0.0695,0.0615,0.0833,0.0485
14,25,3,0,0.0525,0.0501,0.0338,0.0868,0.0744
14,30,3,0,0.0475,0.0766,0.0466,0.0789,0.05
14,35,3,0,0.0473,0.0545,0.0619,0.0803,0.0534
14,40,3,0,0.0517,0.0907,0.0469,0.0923,0.0607
14,45,3,0,0.0577,0.0612,0.0591,0.0847,0.0571
14,50,3,0,0.0565,0.0661,0.0558,0.0905,0.05
14,55,3,0,0.0592,0.0444,0.0507,0.0865,0.0587
15,0,3,0,0.0602,0.0605,0.0689,0.0846,0.0487
15,5,3,0,0.0558,0.0612,0.0553,0.0791,0.0502
15,10,3,0,0.051,0.0609,0.0395,0.0886,0.0611
15,15,3,0,0.065,0.0461,0.0543,0.08800000000000001,0.0494
15,20,3,0,0.0667,0.0552,0.0437,0.0875,0.0493
15,25,3,0,0.0709,0.0653,0.0404,0.0856,0.0608
15,30,3,0,0.0724,0.054000000000000006,0.0584,0.0855,0.0601
15,35,3,0,0.0607,0.07,0.0505,0.0853,0.0707
15,40,3,0,0.0692,0.0573,0.0456,0.0855,0.0591
15,45,3,0,0.0685,0.0693,0.0549,0.0873,0.059000000000000004
15,50,3,0,0.0571,0.0566,0.0582,0.0877,0.0683
15,55,3,0,0.0461,0.0535,0.0541,0.0771,0.0576
16,0,3,0,0.0614,0.0585,0.0449,0.0745,0.0614
16,5,3,0,0.0606,0.0472,0.0532,0.0752,0.0504
16,10,3,0,0.0575,0.0554,0.0581,0.0855,0.0553
16,15,3,0,0.0537,0.0665,0.0421,0.087,0.0459
16,20,3,0,0.0596,0.0695,0.0449,0.0858,0.052000000000000005
16,25,3,0,0.0634,0.0661,0.035,0.0828,0.0574
16,30,3,0,0.0509,0.067,0.0629,0.0851,0.0598
16,35,3,0,0.0568,0.0609,0.0525,0.0889,0.0493
16,40,3,0,0.0669,0.0531,0.0461,0.0914,0.0659
16,45,3,0,0.0795,0.0566,0.0466,0.0911,0.0489
16,50,3,0,0.0619,0.0635,0.0464,0.0849,0.064
16,55,3,0,0.0503,0.0592,0.0539,0.0916,0.0522
17,0,3,0,0.0547,0.1005,0.0524,0.0924,0.0578
17,5,3,0,0.0583,0.0689,0.0464,0.0897,0.0659
17,10,3,0,0.0577,0.0618,0.0309,0.1014,0.0542
17,15,3,0,0.0665,0.07200000000000001,0.0459,0.1004,0.0592
17,20,3,0,0.0535,0.0749,0.0522,0.0953,0.0584
17,25,3,0,0.0665,0.0846,0.048,0.0947,0.0606
17,30,3,0,0.0619,0.0851,0.040999999999999995,0.0963,0.0695
17,35,3,0,0.0593,0.0723,0.0545,0.0932,0.0634
17,40,3,0,0.0667,0.0711,0.0528,0.1001,0.0704
17,45,3,0,0.0662,0.0717,0.0304,0.09300000000000001,0.0721
17,50,3,0,0.0565,0.0784,0.0443,0.098,0.0638
17,55,3,0,0.0479,0.0702,0.0379,0.0947,0.0589
18,0,3,0,0.0528,0.069,0.0419,0.1082,0.0559
18,5,3,0,0.0566,0.0628,0.0306,0.0995,0.0578
18,10,3,0,0.0452,0.0779,0.054000000000000006,0.1052,0.0648
18,15,3,0,0.065,0.0659,0.0339,0.1027,0.0564
18,20,3,0,0.06,0.0768,0.0639,0.0899,0.0585
18,25,3,0,0.0477,0.0866,0.0411,0.08900000000000001,0.0419
18,30,3,0,0.0451,0.0704,0.0538,0.0895,0.0605
18,35,3,0,0.0508,0.0668,0.064,0.0934,0.047
18,40,3,0,0.0521,0.0726,0.0341,0.0892,0.0424
18,45,3,0,0.0478,0.0651,0.0414,0.0899,0.0479
18,50,3,0,0.0461,0.0733,0.0326,0.0821,0.0487
18,55,3,0,0.046,0.0473,0.0307,0.0817,0.0416
19,0,3,0,0.0389,0.0581,0.0469,0.0804,0.0353
19,5,3,0,0.0418,0.055999999999999994,0.037000000000000005,0.0835,0.0415
19,10,3,0,0.0462,0.0607,0.0233,0.0795,0.0469
19,15,3,0,0.0391,0.0544,0.0437,0.0743,0.0305
19,20,3,0,0.0407,0.0515,0.0351,0.0744,0.0432
19,25,3,0,0.0421,0.049,0.0374,0.0736,0.0401
19,30,3,0,0.0368,0.0462,0.0438,0.076,0.0352
19,35,3,0,0.0367,0.0433,0.0469,0.0638,0.0272
19,40,3,0,0.0371,0.0404,0.0388,0.062,0.0384
19,45,3,0,0.0351,0.0418,0.0358,0.0616,0.0304
19,50,3,0,0.0326,0.0326,0.0346,0.0584,0.0376
19,55,3,0,0.0328,0.0418,0.0352,0.0524,0.0348
20,0,3,0,0.0363,0.037000000000000005,0.0379,0.0506,0.0317
20,5,3,0,0.033,0.0347,0.0369,0.0516,0.0245
20,10,3,0,0.031,0.033,0.0297,0.0519,0.0282
20,15,3,0,0.0246,0.0325,0.0253,0.052000000000000005,0.0259
20,20,3,0,0.0398,0.0352,0.0349,0.0515,0.0307
20,25,3,0,0.031,0.0352,0.0267,0.0454,0.0226
20,30,3,0,0.0287,0.0314,0.0367,0.0418,0.0242
20,35,3,0,0.0276,0.0336,0.040999999999999995,0.045,0.0266
20,40,3,0,0.0243,0.0351,0.0187,0.0406,0.0259
20,45,3,0,0.0292,0.0396,0.0191,0.0463,0.0232
20,50,3,0,0.0296,0.0328,0.0233,0.0379,0.0217
20,55,3,0,0.0256,0.0219,0.0344,0.0398,0.0175
21,0,3,0,0.0246,0.0281,0.0327,0.0385,0.0174
21,5,3,0,0.0249,0.0264,0.0403,0.0377,0.0209
21,10,3,0,0.025,0.0268,0.0348,0.0361,0.0209
21,15,3,0,0.0313,0.0262,0.0336,0.0416,0.0173
21,20,3,0,0.051,0.0242,0.0285,0.0421,0.0157
21,25,3,0,0.0233,0.0392,0.0325,0.0367,0.0153
21,30,3,0,0.0245,0.0277,0.0246,0.0388,0.013999999999999999
21,35,3,0,0.0285,0.0313,0.0377,0.0374,0.0087
21,40,3,0,0.0272,0.0211,0.0392,0.0313,0.0059
21,45,3,0,0.0277,0.0293,0.034,0.0356,0.0032
21,50,3,0,0.0253,0.0308,0.0338,0.0334,0.0398
21,55,3,0,0.022000000000000002,0.027999999999999997,0.0257,0.0325,0.0356
22,0,3,0,0.0252,0.0325,0.0107,0.0313,0.0389
22,5,3,0,0.0214,0.0311,0.0277,0.0287,0.0111
22,10,3,0,0.0461,0.0259,0.0265,0.0282,0.0162
22,15,3,0,0.0232,0.0285,0.0318,0.0286,0.0104
22,20,3,0,0.0231,0.0264,0.0283,0.0267,0.0156
22,25,3,0,0.0214,0.0267,0.025,0.027000000000000003,0.0108
22,30,3,0,0.02,0.0208,0.0298,0.0241,0.0163
22,35,3,0,0.0224,0.0247,0.0307,0.0247,0.0126
22,40,3,0,0.0248,0.0261,0.0308,0.0238,0.0175
22,45,3,0,0.0246,0.0233,0.0244,0.0223,0.0116
22,50,3,0,0.0254,0.0217,0.0239,0.0217,0.0144
22,55,3,0,0.0185,0.019,0.0204,0.0203,0.0105
23,0,3,0,0.0193,0.0123,0.0136,0.0178,0.0115
23,5,3,0,0.0123,0.0169,0.0169,0.015,0.0123
23,10,3,0,0.0385,0.0184,0.0158,0.0169,0.0082
23,15,3,0,0.013000000000000001,0.0189,0.0227,0.0177,0.0092
23,20,3,0,0.0158,0.0136,0.0167,0.0186,0.0069
23,25,3,0,0.0121,0.0163,0.0148,0.013999999999999999,0.0062
23,30,3,0,0.0105,0.0185,0.0178,0.0144,0.0096
23,35,3,0,0.0121,0.0146,0.0134,0.016,0.0089
23,40,3,0,0.0109,0.0166,0.0193,0.0149,0.0043
23,45,3,0,0.0105,0.0134,0.01,0.0135,0.0106
23,50,3,0,0.0104,0.0198,0.0166,0.0132,0.0083
23,55,3,0,0.0095,0.0141,0.0173,0.0118,0.0063
0,0,4,0,0.0111,0.0156,0.0155,0.0104,0.0063
0,5,4,0,0.008,0.0146,0.0134,0.0107,0.0071
0,10,4,0,0.0089,0.0152,0.0143,0.0105,0.0059
0,15,4,0,0.0097,0.0113,0.0163,0.0086,0.01
0,20,4,0,0.008,0.0138,0.012,0.0087,0.0062
0,25,4,0,0.0082,0.0062,0.0176,0.0086,0.0066
0,30,4,0,0.0083,0.01,0.0108,0.0073,0.0043
0,35,4,0,0.0069,0.0133,0.0138,0.0085,0.0102
0,40,4,0,0.0083,0.0104,0.0135,0.0086,0.0065
0,45,4,0,0.0084,0.0105,0.0106,0.0069,0.004
0,50,4,0,0.0075,0.0076,0.0123,0.0066,0.0059
0,55,4,0,0.0047,0.0074,0.0141,0.0061,0.0038
1,0,4,0,0.0045,0.0126,0.0117,0.006999999999999999,0.0052
1,5,4,0,0.0055,0.0067,0.0101,0.0054,0.0018
1,10,4,0,0.0047,0.013000000000000001,0.0132,0.0059,0.0029
1,15,4,0,0.0055,0.0078,0.0086,0.0058,0.0016
1,20,4,0,0.0072,0.0089,0.01,0.0046,0.0013
1,25,4,0,0.0029,0.0094,0.0132,0.0058,0.0012
1,30,4,0,0.0044,0.0052,0.0122,0.0045,0.0012
1,35,4,0,0.0041,0.0118,0.0159,0.0046,0.0012
1,40,4,0,0.0037,0.0116,0.0143,0.004,0.0018
1,45,4,0,0.0052,0.0126,0.0123,0.0062,0.002
1,50,4,0,0.0049,0.0082,0.0125,0.006,0.0022
1,55,4,0,0.0041,0.0098,0.0132,0.0044,0.0004
2,0,4,0,0.0036,0.0086,0.0128,0.0043,0.0004
2,5,4,0,0.0043,0.0083,0.0118,0.005,0.0004
2,10,4,0,0.0046,0.0091,0.0113,0.0038,0.0101
2,15,4,0,0.0047,0.0112,0.0094,0.0034,0.0072
2,20,4,0,0.0038,0.009000000000000001,0.0143,0.0047,0.0049
2,25,4,0,0.0044,0.0139,0.0145,0.0033,0.0053
2,30,4,0,0.004,0.0136,0.0129,0.0035,0.0024
2,35,4,0,0.0045,0.0093,0.013000000000000001,0.0029,0.003
2,40,4,0,0.0038,0.0085,0.013000000000000001,0.0036,0.0072
2,45,4,0,0.004,0.0092,0.0153,0.0034,0.0032
2,50,4,0,0.0046,0.0091,0.017,0.0049,0.0052
2,55,4,0,0.0044,0.017,0.0102,0.003,0.0061
3,0,4,0,0.0035,0.0094,0.0194,0.005,0.0053
3,5,4,0,0.004,0.0101,0.0177,0.0049,0.0063
3,10,4,0,0.003,0.0074,0.0156,0.005,0.0062
3,15,4,0,0.0041,0.0166,0.0175,0.0054,0.0047
3,20,4,0,0.005,0.0163,0.0175,0.0051,0.0068
3,25,4,0,0.0092,0.0183,0.0148,0.0048,0.0065
3,30,4,0,0.006,0.0165,0.0214,0.0029,0.0095
3,35,4,0,0.0061,0.0193,0.0269,0.0048,0.0062
3,40,4,0,0.0078,0.0283,0.0328,0.005,0.0046
3,45,4,0,0.0095,0.0226,0.0249,0.0056,0.0057
3,50,4,0,0.0109,0.0178,0.0258,0.0054,0.0062
3,55,4,0,0.0111,0.0186,0.0314,0.0053,0.0091
4,0,4,0,0.0103,0.0313,0.0295,0.0055,0.0072
4,5,4,0,0.0136,0.0257,0.033,0.0088,0.008
4,10,4,0,0.0118,0.0276,0.0332,0.0043,0.01
4,15,4,0,0.015,0.0284,0.0453,0.0036,0.0112
4,20,4,0,0.0139,0.0374,0.0176,0.0069,0.0129
4,25,4,0,0.0181,0.0331,0.0254,0.0049,0.0103
4,30,4,0,0.0177,0.0526,0.0314,0.0058,0.0166
4,35,4,0,0.019,0.0775,0.0453,0.0059,0.0241
4,40,4,0,0.0254,0.0418,0.0615,0.0113,0.0181
4,45,4,0,0.0233,0.0489,0.0586,0.011000000000000001,0.0253
4,50,4,0,0.0233,0.0593,0.0734,0.0111,0.0307
4,55,4,0,0.024,0.0469,0.0772,0.0111,0.0248
5,0,4,0,0.0236,0.0519,0.0361,0.0111,0.0301
5,5,4,0,0.0268,0.0612,0.092,0.0118,0.0308
5,10,4,0,0.0253,0.0739,0.1045,0.0116,0.0367
5,15,4,0,0.0225,0.0667,0.1061,0.0124,0.0461
5,20,4,0,0.0308,0.0549,0.1311,0.0147,0.0515
5,25,4,0,0.0289,0.1122,0.0857,0.0189,0.0435
5,30,4,0,0.0279,0.11199999999999999,0.1172,0.0196,0.0583
5,35,4,0,0.0282,0.1119,0.1183,0.0215,0.0558
5,40,4,0,0.0348,0.1371,0.1795,0.0256,0.0707
5,45,4,0,0.0373,0.1356,0.1572,0.0295,0.0586
5,50,4,0,0.0292,0.1226,0.1308,0.0344,0.0647
5,55,4,0,0.03,0.1397,0.1177,0.0282,0.0785
6,0,4,0,0.0339,0.1378,0.0759,0.0279,0.0911
6,5,4,0,0.0282,0.1503,0.0845,0.0282,0.0742
6,10,4,0,0.0331,0.1783,0.1258,0.0321,0.1153
6,15,4,0,0.0383,0.1658,0.138,0.0306,0.1004
6,20,4,0,0.0403,0.1378,0.1334,0.036000000000000004,0.1103
6,25,4,0,0.045,0.1544,0.1755,0.0386,0.1069
6,30,4,0,0.0455,0.1813,0.168,0.0408,0.1161
6,35,4,0,0.0554,0.1639,0.0634,0.0407,0.1269
6,40,4,0,0.0612,0.1631,0.0552,0.0469,0.091
6,45,4,0,0.0669,0.1755,0.0565,0.0496,0.1211
6,50,4,0,0.0721,0.1704,0.0808,0.0497,0.1605
6,55,4,0,0.0613,0.1561,0.1232,0.0511,0.0925
7,0,4,0,0.0689,0.1368,0.0801,0.0458,0.1245
7,5,4,0,0.0798,0.1911,0.0909,0.0397,0.1368
7,10,4,0,0.0852,0.1875,0.1182,0.0507,0.2254
7,15,4,0,0.1061,0.1824,0.1149,0.0599,0.1308
7,20,4,0,0.1239,0.1715,0.1342,0.0604,0.1291
7,25,4,0,0.1465,0.1609,0.1323,0.064,0.10400000000000001
7,30,4,0,0.1316,0.1871,0.1197,0.0721,0.0901
7,35,4,0,0.1829,0.1766,0.1222,0.0651,0.3967
7,40,4,0,0.2101,0.1625,0.1472,0.0762,0.298
7,45,4,0,0.1657,0.1674,0.1999,0.0699,0.2122
7,50,4,0,0.2183,0.1687,0.1505,0.0791,0.2467
7,55,4,0,0.1828,0.1667,0.1658,0.0779,0.099
8,0,4,0,0.1843,0.165,0.2034,0.0709,0.0766
8,5,4,0,0.1789,0.1391,0.1353,0.0665,0.0905
8,10,4,0,0.1981,0.0988,0.1652,0.0693,0.071
8,15,4,0,0.1664,0.1174,0.159,0.075,0.0738
8,20,4,0,0.196,0.1345,0.172,0.0728,0.1189
8,25,4,0,0.2017,0.1373,0.1226,0.0599,0.0824
8,30,4,0,0.2185,0.1404,0.1392,0.064,0.0966
8,35,4,0,0.1332,0.1499,0.1613,0.065,0.0738
8,40,4,0,0.17600000000000002,0.1805,0.0984,0.0658,0.0978
8,45,4,0,0.2115,0.1455,0.1433,0.076,0.0877
8,50,4,0,0.2133,0.1653,0.1084,0.0659,0.1014
8,55,4,0,0.1849,0.1623,0.0642,0.0632,0.0603
9,0,4,0,0.2141,0.1615,0.0727,0.0638,0.0961
9,5,4,0,0.1692,0.1242,0.0591,0.0621,0.0693
9,10,4,0,0.1923,0.1407,0.0759,0.0566,0.0617
9,15,4,0,0.1818,0.1415,0.0717,0.0567,0.0741
9,20,4,0,0.1872,0.1527,0.0624,0.0652,0.07200000000000001
9,25,4,0,0.1823,0.1521,0.0563,0.064,0.0815
9,30,4,0,0.1871,0.1266,0.0821,0.0589,0.0706
9,35,4,0,0.1744,0.1375,0.1092,0.0575,0.0893
9,40,4,0,0.109,0.1089,0.0929,0.0609,0.0697
9,45,4,0,0.0857,0.1404,0.0932,0.0638,0.0853
9,50,4,0,0.0537,0.1234,0.0749,0.0662,0.0945
9,55,4,0,0.0588,0.1305,0.099,0.0655,0.0787
10,0,4,0,0.0579,0.1033,0.0541,0.0566,0.0905
10,5,4,0,0.0538,0.1175,0.0796,0.0586,0.0667
10,10,4,0,0.0557,0.1045,0.0973,0.0627,0.0769
10,15,4,0,0.0571,0.1155,0.061,0.0562,0.0668
10,20,4,0,0.0657,0.0854,0.0768,0.0623,0.0729
10,25,4,0,0.0668,0.0927,0.0518,0.0608,0.0688
10,30,4,0,0.0578,0.0975,0.0551,0.0618,0.0737
10,35,4,0,0.0692,0.0898,0.0611,0.0623,0.0695
10,40,4,0,0.0463,0.0781,0.0517,0.0662,0.0784
10,45,4,0,0.0685,0.09699999999999999,0.0469,0.0653,0.0684
10,50,4,0,0.0645,0.0798,0.0419,0.061,0.0615
10,55,4,0,0.0546,0.0854,0.0666,0.0631,0.0738
11,0,4,0,0.0529,0.0668,0.0698,0.0596,0.0706
11,5,4,0,0.0529,0.0608,0.0441,0.0647,0.0771
11,10,4,0,0.0479,0.0705,0.0654,0.0593,0.0709
11,15,4,0,0.0539,0.0684,0.0345,0.0567,0.0578
11,20,4,0,0.0582,0.0879,0.0777,0.0552,0.0587
11,25,4,0,0.0457,0.0636,0.1304,0.066,0.0534
11,30,4,0,0.0437,0.0705,0.1361,0.0604,0.0638
11,35,4,0,0.0463,0.0718,0.0742,0.0635,0.0593
11,40,4,0,0.0423,0.0701,0.0759,0.0596,0.0574
11,45,4,0,0.0444,0.0627,0.0655,0.0658,0.067
11,50,4,0,0.0473,0.0688,0.0533,0.0671,0.0729
11,55,4,0,0.0567,0.0614,0.0428,0.0662,0.052000000000000005
12,0,4,0,0.0409,0.0609,0.0071,0.0607,0.0673
12,5,4,0,0.0433,0.0647,0.0486,0.0674,0.0602
12,10,4,0,0.0513,0.0622,0.0443,0.0625,0.0635
12,15,4,0,0.0418,0.0733,0.0233,0.0691,0.0632
12,20,4,0,0.0675,0.0635,0.0617,0.0674,0.0655
12,25,4,0,0.0487,0.0659,0.0631,0.0704,0.0687
12,30,4,0,0.0491,0.0641,0.0359,0.0636,0.057999999999999996
12,35,4,0,0.0605,0.064,0.0498,0.0707,0.066
12,40,4,0,0.0398,0.0656,0.0681,0.0717,0.0565
12,45,4,0,0.0572,0.0576,0.0642,0.0677,0.0601
12,50,4,0,0.0492,0.0557,0.035,0.0631,0.0606
12,55,4,0,0.0455,0.0497,0.048,0.068,0.0704
13,0,4,0,0.0535,0.0609,0.0263,0.0713,0.0532
13,5,4,0,0.0511,0.0506,0.0175,0.0684,0.0615
13,10,4,0,0.0452,0.0524,0.021,0.0738,0.059000000000000004
13,15,4,0,0.0437,0.0579,0.0656,0.0715,0.0626
13,20,4,0,0.0542,0.0593,0.0404,0.0819,0.0596
13,25,4,0,0.0452,0.0638,0.0892,0.0747,0.0675
13,30,4,0,0.0494,0.0619,0.062,0.0763,0.0601
13,35,4,0,0.0488,0.0663,0.0642,0.0768,0.0538
13,40,4,0,0.0452,0.0749,0.06,0.0798,0.067
13,45,4,0,0.0496,0.0654,0.0552,0.0809,0.0796
13,50,4,0,0.0527,0.057,0.0623,0.0802,0.0646
13,55,4,0,0.0458,0.0572,0.0626,0.0866,0.0527
14,0,4,0,0.0442,0.0572,0.0695,0.0834,0.06
14,5,4,0,0.0462,0.0537,0.0554,0.0891,0.0766
14,10,4,0,0.0513,0.0589,0.0545,0.0807,0.0529
14,15,4,0,0.0476,0.0555,0.057999999999999996,0.0845,0.0639
14,20,4,0,0.06,0.0631,0.0815,0.0995,0.0614
14,25,4,0,0.0577,0.057999999999999996,0.0688,0.0951,0.0713
14,30,4,0,0.069,0.0502,0.1299,0.0814,0.0768
14,35,4,0,0.0572,0.0644,0.0549,0.0851,0.0589
14,40,4,0,0.0566,0.0704,0.0532,0.0843,0.0591
14,45,4,0,0.0633,0.0667,0.0612,0.0817,0.0613
14,50,4,0,0.0609,0.0633,0.0642,0.0916,0.0818
14,55,4,0,0.0576,0.0536,0.0425,0.0795,0.0636
15,0,4,0,0.0586,0.0441,0.0645,0.0806,0.0534
15,5,4,0,0.0558,0.0593,0.0486,0.0767,0.0662
15,10,4,0,0.0612,0.0567,0.0445,0.0796,0.0695
15,15,4,0,0.0597,0.0589,0.0497,0.09300000000000001,0.0633
15,20,4,0,0.0528,0.0628,0.052000000000000005,0.0838,0.0631
15,25,4,0,0.0612,0.0716,0.0536,0.085,0.0671
15,30,4,0,0.0619,0.0602,0.0235,0.0837,0.0494
15,35,4,0,0.0556,0.0922,0.0667,0.0827,0.0723
15,40,4,0,0.0748,0.0654,0.0402,0.0867,0.071
15,45,4,0,0.19,0.0573,0.0,0.0909,0.3186
15,50,4,0,0.152,0.0635,0.0571,0.0888,0.4464
15,55,4,0,0.0572,0.065,0.0449,0.0797,0.509
16,0,4,0,0.0512,0.0516,0.0571,0.0773,0.515
16,5,4,0,0.0521,0.0565,0.0455,0.0743,0.3822
16,10,4,0,0.0568,0.0671,0.055999999999999994,0.0789,0.2179
16,15,4,0,0.0988,0.0649,0.0639,0.085,0.1699
16,20,4,0,0.0498,0.0697,0.05,0.081,0.0688
16,25,4,0,0.0644,0.064,0.0574,0.0765,0.057
16,30,4,0,0.0655,0.0568,0.0488,0.08199999999999999,0.0682
16,35,4,0,0.0525,0.0594,0.0606,0.0797,0.0545
16,40,4,0,0.0793,0.0516,0.05,0.0877,0.063
16,45,4,0,0.0612,0.078,0.0433,0.0913,0.0492
16,50,4,0,0.0564,0.0656,0.0687,0.0868,0.0679
16,55,4,0,0.0624,0.0728,0.0428,0.0851,0.0606
17,0,4,0,0.0608,0.0697,0.0421,0.0786,0.0653
17,5,4,0,0.0556,0.053,0.0495,0.0881,0.0669
17,10,4,0,0.0683,0.0583,0.0476,0.0919,0.0718
17,15,4,0,0.0697,0.0415,0.0714,0.0884,0.0621
17,20,4,0,0.0522,0.0225,0.0581,0.0895,0.0733
17,25,4,0,0.0572,0.0303,0.0531,0.0948,0.0485
17,30,4,0,0.0527,0.0814,0.0545,0.0938,0.0673
17,35,4,0,0.0552,0.086,0.0563,0.0895,0.075
17,40,4,0,0.0481,0.124,0.0396,0.0876,0.0627
17,45,4,0,0.0621,0.1476,0.0311,0.08900000000000001,0.0483
17,50,4,0,0.065,0.2202,0.0293,0.0905,0.0653
17,55,4,0,0.0604,0.2337,0.053,0.0977,0.0622
18,0,4,0,0.0666,0.0724,0.0581,0.09,0.0739
18,5,4,0,0.0491,0.079,0.0445,0.0901,0.0645
18,10,4,0,0.062,0.0743,0.0662,0.08199999999999999,0.0654
18,15,4,0,0.0576,0.0805,0.0593,0.096,0.0624
18,20,4,0,0.0538,0.0612,0.0663,0.0874,0.0616
18,25,4,0,0.0661,0.0606,0.0408,0.0826,0.0614
18,30,4,0,0.0553,0.0673,0.0707,0.0936,0.0514
18,35,4,0,0.061,0.054000000000000006,0.0565,0.0828,0.0544
18,40,4,0,0.0946,0.0592,0.0357,0.0869,0.0532
18,45,4,0,0.0575,0.0743,0.0571,0.0708,0.0697
18,50,4,0,0.052000000000000005,0.077,0.0401,0.0752,0.042
18,55,4,0,0.0507,0.063,0.0671,0.085,0.0471
19,0,4,0,0.0491,0.084,0.0444,0.0729,0.040999999999999995
19,5,4,0,0.0524,0.0443,0.0586,0.0721,0.0468
19,10,4,0,0.0448,0.0707,0.0486,0.0724,0.0495
19,15,4,0,0.0424,0.057,0.0358,0.0628,0.0505
19,20,4,0,0.0422,0.057,0.0495,0.0687,0.043
19,25,4,0,0.0443,0.0479,0.0424,0.0637,0.0324
19,30,4,0,0.0465,0.0475,0.0543,0.0578,0.0375
19,35,4,0,0.0363,0.0486,0.0497,0.055999999999999994,0.0484
19,40,4,0,0.0378,0.0482,0.0435,0.0605,0.0477
19,45,4,0,0.0314,0.0438,0.0487,0.0494,0.0399
19,50,4,0,0.0386,0.037000000000000005,0.0223,0.0491,0.0406
19,55,4,0,0.0413,0.0463,0.0479,0.0523,0.0365
20,0,4,0,0.0417,0.0372,0.0219,0.0489,0.0287
20,5,4,0,0.0354,0.040999999999999995,0.0551,0.0479,0.0324
20,10,4,0,0.0354,0.0461,0.0382,0.0464,0.036000000000000004
20,15,4,0,0.0376,0.0441,0.0509,0.0527,0.036000000000000004
20,20,4,0,0.036000000000000004,0.0369,0.0433,0.0518,0.0333
20,25,4,0,0.0325,0.0304,0.0362,0.0463,0.0234
20,30,4,0,0.0337,0.0499,0.0277,0.047,0.0285
20,35,4,0,0.0307,0.0431,0.0472,0.0447,0.0269
20,40,4,0,0.0438,0.044000000000000004,0.0481,0.0431,0.0248
20,45,4,0,0.0352,0.028999999999999998,0.0401,0.0427,0.0261
20,50,4,0,0.0352,0.0357,0.0248,0.0427,0.0276
20,55,4,0,0.0295,0.039,0.0405,0.0417,0.0246
21,0,4,0,0.0308,0.0385,0.040999999999999995,0.0381,0.0244
21,5,4,0,0.0356,0.0353,0.0265,0.0446,0.018000000000000002
21,10,4,0,0.0343,0.0333,0.0373,0.0423,0.0275
21,15,4,0,0.0275,0.0303,0.0406,0.0428,0.0252
21,20,4,0,0.0262,0.0347,0.0344,0.0429,0.0347
21,25,4,0,0.0279,0.0385,0.0384,0.0388,0.0222
21,30,4,0,0.0344,0.0278,0.0289,0.039,0.0294
21,35,4,0,0.0352,0.0317,0.0237,0.0376,0.0312
21,40,4,0,0.0346,0.0333,0.0232,0.0324,0.0204
21,45,4,0,0.0311,0.0374,0.0339,0.0409,0.018000000000000002
21,50,4,0,0.0296,0.0367,0.0407,0.0383,0.0232
21,55,4,0,0.0252,0.0311,0.035,0.0369,0.0202
22,0,4,0,0.0282,0.0264,0.0371,0.0315,0.0235
22,5,4,0,0.0305,0.0226,0.0209,0.0351,0.0212
22,10,4,0,0.0311,0.0351,0.0233,0.0394,0.0183
22,15,4,0,0.0266,0.0304,0.0312,0.0346,0.0166
22,20,4,0,0.0275,0.0346,0.0291,0.0351,0.0135
22,25,4,0,0.0304,0.0319,0.0353,0.0313,0.0202
22,30,4,0,0.0255,0.0239,0.0291,0.026000000000000002,0.0199
22,35,4,0,0.0294,0.0301,0.0318,0.0314,0.0156
22,40,4,0,0.0334,0.0227,0.0295,0.031,0.0129
22,45,4,0,0.0268,0.023,0.0197,0.0269,0.0129
22,50,4,0,0.0241,0.0235,0.032,0.027999999999999997,0.0188
22,55,4,0,0.026000000000000002,0.0254,0.0193,0.0245,0.0124
23,0,4,0,0.0238,0.0311,0.033,0.0207,0.0057
23,5,4,0,0.0202,0.0218,0.0169,0.023,0.0146
23,10,4,0,0.0219,0.0291,0.0243,0.024,0.0107
23,15,4,0,0.0204,0.0251,0.0208,0.021,0.0117
23,20,4,0,0.0178,0.0211,0.02,0.0206,0.0083
23,25,4,0,0.0209,0.0196,0.0186,0.0169,0.0063
23,30,4,0,0.0166,0.0194,0.0189,0.0192,0.01
23,35,4,0,0.0178,0.0208,0.0171,0.0215,0.009000000000000001
23,40,4,0,0.0167,0.0136,0.0188,0.0203,0.0157
23,45,4,0,0.0178,0.0193,0.0183,0.0205,0.0098
23,50,4,0,0.0157,0.0184,0.0146,0.0178,0.0106
23,55,4,0,0.0122,0.0209,0.0151,0.0169,0.0092
0,0,5,1,0.0132,0.0219,0.0231,0.0162,0.0065
0,5,5,1,0.0121,0.0172,0.016,0.0139,0.0094
0,10,5,1,0.0373,0.0129,0.0167,0.0142,0.0082
0,15,5,1,0.0115,0.0128,0.0235,0.0143,0.0097
0,20,5,1,0.0117,0.0155,0.0173,0.0134,0.0066
0,25,5,1,0.0181,0.0417,0.0172,0.011000000000000001,0.0042
0,30,5,1,0.0132,0.0108,0.0163,0.0133,0.0082
0,35,5,1,0.0117,0.0097,0.0178,0.0106,0.0062
0,40,5,1,0.0139,0.0142,0.0152,0.0101,0.0075
0,45,5,1,0.0099,0.0121,0.0169,0.0106,0.0068
0,50,5,1,0.0122,0.0156,0.015,0.0095,0.0075
0,55,5,1,0.0077,0.0127,0.0119,0.0081,0.0095
1,0,5,1,0.0096,0.0098,0.0159,0.0081,0.006999999999999999
1,5,5,1,0.0089,0.0108,0.0129,0.0095,0.0054
